Index,ids,X.1,textToSend,Means,stanMeans,X,MetaID,treatment,pid_rep,open.ended.response,Topic1,Topic2,Topic3,max_prob123,max_prob12,anger_ra1,anger_ra2,caseid,enthusiasm_ra1,enthusiasm_ra2,fear_ra1,fear_ra2,immigrants_ra1,immigrants_ra2,legal,est1,est2,RunAll,mergeIDs,stanMeansNewSys,stanSDsNewSys,coderMeans,newDocIDS,stanMeansNewSys2,stanSDsNewSys2,stanMeansNewSysPooled,stanSDsNewSysPooled,
63,6664,59,we need to allow immigration. people from foreign countries will do the jobs we arent willing to do.,0.15,-4.09373646,59,0,1,0.333,we need to allow immigration. people from foreign countries will do the jobs we arent willing to do.,0.650460031,0.17168938,0.177850589,1,1,0,0,112,1,1,0,0,0,0,0,-1.383540498,-2.013548911,-1.941574768,321,-0.351325897,0.298960189,0,10393,-0.760853992,0.323628836,-0.57093058,0.234040846,0.234040846
64,6665,60,an overwhelming amount of immigrants in our country and the new laws or bills tryin to cut down on the amount of immigrants.,0.45,-0.971330512,60,0,0,0.333,an overwhelming amount of immigrants in our country and the new laws or bills tryin to cut down on the amount of immigrants.,0.652806375,0.064406637,0.282786988,1,1,0,0,54,0,0,1,1,0,0,0,-0.327511779,-0.195165623,-0.303475506,11,-0.360370885,0.28214492,1,10394,0.026360592,0.313934645,-0.229174344,0.218390446,0.218390446
65,6666,61,"violence, drugs, jobs lost",0.7,3.86465833,61,0,1,0.833,"violence, drugs, jobs lost",0.091320437,0.829400502,0.07927906,2,2,0,0,414,0,0,2,2,0,0,0,1.298317956,1.040089688,1.272253349,311,0.628906759,0.330650773,2,10395,1.194039626,0.350521435,1.095935058,0.264730537,0.264730537
66,6667,62,"poor people, taking jobs",0.35,0.350840599,62,0,0,0.333,poor people taking jobs,0.350102441,0.328453343,0.321444216,1,1,0,1,5,0,0,1,1,0,0,0,0.113636936,0.369083542,0.373062213,237,0.464927549,0.277299869,1,10396,0.006143866,0.323275981,0.283313812,0.208028035,0.208028035
67,6668,63,undocumented immigration and how it affects our economy.,0.6,0.740330282,63,0,1,0,undocumented immigration and how it affects our economy.,0.388577872,0.206251636,0.405170493,3,1,0,0,84,0,0,1,1,0,0,0,0.252842085,-0.029736934,0.090898386,307,-0.211929484,0.279199364,1,10397,-0.198282375,0.321858873,-0.211437709,0.217066217,0.217066217
68,6669,64,"robbing americans of their social security; rising costs of social programs to cover illegals; rising costs of incarceration due to illegals; not being able to understand what they are saying (spanish and other languages); the fact that illegal immigrants are here with their children who go through our school systems then cannot get financial aid for college because their parents never filed for naturalization leaving the kids to work dead end jobs and never get naturalized; the fact that they are doing the work that americans don't want to do anyway, and then the americans complain about it; border walls; increasing amounts of drugs in america because it is so easy to get into our country",0.9,5.339098587,64,0,0,0,"robbing americans of their social security; rising costs of social programs to cover illegals; rising costs of incarceration due to illegals; not being able to understand what they are saying (spanish and other languages); the fact that illegal immigrants are here with their children who go through our school systems then cannot get financial aid for college because their parents never filed for naturalization leaving the kids to work dead end jobs and never get naturalized; the fact that they are doing the work that americans don't want to do anyway, and then the americans complain about it; border walls; increasing amounts of drugs in america because it is so easy to get into our country",0.239994018,0.493357376,0.266648605,2,2,1,0,250,0,0,2,2,0,1,0,1.798439277,2.077767985,2.017193158,244,1.898695265,0.433398903,2,10398,2.325777751,0.511948381,2.28218497,0.379189012,0.379189012
69,6670,65,"too many people, not enough social service support, crowded prisons, gangs taking over the cities, unemployment, abuse of immigrants, terrorism",0.95,5.88791466,65,0,1,0.333,"too many people, not enough social service support, crowded prisons, gangs taking over the cities, unemployment, abuse of immigrants, terrorism",0.162650065,0.573360929,0.263989007,2,2,0,1,270,0,0,2,2,0,1,0,1.977247803,1.933606197,2.071533332,306,1.711443753,0.423912373,2,10399,1.883466236,0.496968468,2.03850099,0.387945912,0.387945912
70,6671,66,i think of all the jobs americans will lose and the welfare will increase,0.5,0.328946938,66,0,1,0.333,i think of all the jobs americans will lose and the welfare will increase,0.255251701,0.572276673,0.172471626,2,2,0,0,221,0,0,1,1,0,0,0,0.109638736,0.868439134,0.4823849,135,0.128386686,0.284700339,1,10400,0.542742971,0.307948222,0.3747454,0.214173869,0.214173869
71,6672,67,"i worry about the strife that is being stirred up among the american people. how can building a giant fence between the usa and mexico possibly help the usa in any way. it is a tremendous waste of resources that could be used for developing alternative energy sources, providing health care or decreasing the increase in the national debt.",0.4,-1.705204865,67,0,1,0,"i worry about the strife that is being stirred up among the american people. how can building a giant fence between the usa and mexico possibly help the usa in any way. it is a tremendous waste of resources that could be used for developing alternative energy sources, providing health care or decreasing the increase in the national debt.",0.422220235,0.32808888,0.249690885,1,1,0,0,327,0,0,1,1,0,2,0,-0.577543999,-0.16169109,-0.397071617,157,0.676463351,0.314905133,1,10401,0.036354281,0.308082396,0.399859058,0.228738623,0.228738623
72,6673,68,"people coming to the us looking for work, people looking to do the jobs that us citizens will not do",0.4,-2.890829871,68,0,0,0.16667,people coming to the us looking for work people looking to do the jobs that us citizens will not do,0.279454331,0.156162194,0.564383475,3,1,0,0,115,1,1,0,0,0,0,0,-0.976417496,-0.871273084,-0.987710477,221,-0.203803718,0.260420262,0,10402,-0.498649914,0.315115028,-0.33926975,0.208037321,0.208037321
73,6674,69,we are letting too many immigrants into the country. too many immigrants insist on speaking their native language and do not learn english. that is a real problem in our schools and business. i do not believe immigrants should get social security....unless they work and pay into it. immigrants should not be able to get all the freebies that they are getting.,0.6,1.975438113,69,0,1,0.333,we are letting too many immigrants into the country. too many immigrants insist on speaking their native language and do not learn english. that is a real problem in our schools and business. i do not believe immigrants should get social security....unless they work and pay into it. immigrants should not be able to get all the freebies that they are getting.,0.235076687,0.180239505,0.584683808,3,1,2,2,42,0,0,1,1,0,0,0,0.664693115,0.626851917,0.732670624,317,1.145329447,0.329793313,1,10403,1.144999416,0.466908874,1.254026957,0.281882157,0.281882157
74,6675,70,"illegal immigrants, people complaining about them getting govt. benefits, talk about building a wall on the mexico border. poor people who do the jobs that most of us wouldn't take anyway. if i lived somewhere else, facing poverty, i would want to come here to build a better life too.",0.35,-2.341943733,70,0,0,0.333,"illegal immigrants, people complaining about them getting govt. benefits, talk about building a wall on the mexico border. poor people who do the jobs that most of us wouldn't take anyway. if i lived somewhere else, facing poverty, i would want to come here to build a better life too.",0.516583279,0.103648656,0.379768065,1,1,0,1,264,1,1,1,0,1,2,0,-0.795088256,-1.400430544,-1.063648121,93,-0.023115789,0.270578251,0.5,10404,-0.091085151,0.302633909,-0.043310558,0.205123092,0.205123092
75,6676,71,"crime lost jobs benefits paid to illegals health care and food....we cannot feed the world when we have americans starving, etc",0.9,3.693384798,71,0,1,0.16667,"crime lost jobs benefits paid to illegals health care and food....we cannot feed the world when we have americans starving, etc",0.066749184,0.858764612,0.074486204,2,2,0,1,193,0,0,2,2,0,0,0,1.243835201,1.695304954,1.587345219,33,0.52608072,0.272568618,2,10405,1.29008717,0.424883397,0.790395986,0.233687606,0.233687606
76,6677,72,that the illegals are recieving all of our benefits,0.5,1.63137126,72,0,1,0,that the illegals are recieving all of our benefits,0.255835017,0.521366826,0.222798157,2,2,1,1,356,0,0,1,1,0,0,0,0.551315525,0.423033822,0.464126795,268,0.082380975,0.256417055,1,10406,0.021127845,0.314931919,0.055954136,0.2001706,0.2001706
77,6678,73,i am fine with immigration.,0.1,-5.405544821,73,0,0,1,i am fine with immigration.,0.713061083,0.111511272,0.175427645,1,1,0,0,79,1,0,0,0,0,0,0,-1.823714283,-1.879740342,-2.06206844,60,-2.110207589,0.523612906,0,10407,-2.479351611,0.5185629,-2.785056526,0.476240879,0.476240879
78,6679,74,"the jobs, welfare, and community resources we as tax payers pay with our hard earned sweat to give it to someone who comes here just to send money back home. i don't think so!",0.75,3.420296097,74,0,1,0.16667,"the jobs, welfare, and community resources we as tax payers pay with our hard earned sweat to give it to someone who comes here just to send money back home. i don't think so!",0.091500137,0.38842265,0.520077213,3,2,2,1,429,0,0,1,2,0,0,0,1.149453005,0.710668615,0.864816748,286,1.11486238,0.360591229,1.5,10408,0.455844687,0.299841222,0.815691137,0.248904709,0.248904709
79,6680,75,mexican people. illegal border crossing. us finincal assistance to imigerants.,0.6,0.530857189,75,0,0,0.66667,mexican people. illegal border crossing. us finincal assistance to imigerants.,0.7130416,0.081504877,0.205453523,1,1,0,1,167,0,0,1,1,0,0,0,0.176826888,0.397614842,0.296762856,192,0.321090168,0.333781973,1,10409,-0.090585989,0.337036608,0.08819125,0.24268502,0.24268502
80,6681,76,drain on us social services and medical service. increased crime rates,0.7,3.456613665,76,0,1,0.5,drain on us social services and medical service. increased crime rates,0.066942514,0.872914766,0.06014272,2,2,0,0,444,0,0,1,1,0,0,0,1.163257689,0.799943415,0.978441532,44,0.674130775,0.309029723,1,10410,0.735821822,0.331634907,0.793465795,0.242698176,0.242698176
81,6682,77,illegal mexicans,0.4,-1.108586048,77,0,0,0.16667,illegal mexicans,0.655930106,0.108478788,0.235591106,1,1,0,0,32,0,0,0,0,0,0,0,-0.37681196,0.087939599,-0.146548427,101,-1.55338447,0.489625031,0,10411,-0.665850373,0.325538211,-1.025729988,0.262007003,0.262007003
82,6683,78,too many illegal immigrates coming into our country will take our work for less pay and the language barrier.,0.85,2.330887562,78,0,1,1,too many illegal immigrates coming into our country will take our work for less pay and the language barrier.,0.299541083,0.318375352,0.382083565,3,2,1,1,316,0,0,2,1,0,0,0,0.783835988,0.533203692,0.678193247,303,0.234965151,0.326057879,1.5,10412,0.49984205,0.315282576,0.380130086,0.230490764,0.230490764
83,6684,79,i'm worried that people are coming to amercia against the law. they are not doing it the right way. they steal social security numbers of people who are citizens so they can work etc,0.8,2.583810669,79,0,1,0.333,i'm worried that people are coming to amercia against the law. they are not doing it the right way. they steal social security numbers of people who are citizens so they can work etc,0.18461611,0.258596169,0.556787722,3,2,1,1,397,0,0,1,1,0,0,1,0.868148085,0.882579277,0.992432178,120,0.854606288,0.32010301,1,10413,0.408953795,0.292371245,0.679861207,0.223897902,0.223897902
84,6685,80,why their country is so poor,0.2,-4.26190109,80,0,0,0.66667,why their country is so poor,0.57680046,0.114873292,0.308326248,1,1,0,0,360,0,0,0,0,0,0,0,-1.439249749,-1.58551551,-1.628925931,334,-1.636661043,0.408241786,0,10414,-1.475682402,0.399877563,-1.674283178,0.318460517,0.318460517
85,6686,81,we need to protect our borders more. not enough agents covering too much distance.,0.45,-0.18856127,81,0,0,0.16667,we need to protect our borders more. not enough agents covering too much distance.,0.576624909,0.099294089,0.324081002,1,1,0,0,35,0,0,1,1,0,0,0,-0.065958315,0.280953942,0.119297495,325,-0.375506158,0.283279201,1,10415,0.154416303,0.319936393,-0.167184225,0.237104612,0.237104612
86,6687,82,illegal immigrants using services paid for by legimate taxpayers.,0.7,0.740867287,82,0,1,1,illegal immigrants using services paid for by legimate taxpayers.,0.207918558,0.70208798,0.089993462,2,2,1,1,61,0,0,1,1,0,0,0,0.244778636,-0.00465431,0.104702984,94,-0.181696744,0.281263652,1,10416,0.103889404,0.327987583,-0.051941564,0.228226928,0.228226928
87,6688,83,not much worries me about immigration. i think people are making way too big of a deal about it.,0.05,-5.900782455,83,0,1,0.333,not much worries me about immigration. i think people are making way too big of a deal about it.,0.520886728,0.109552172,0.3695611,1,1,0,0,46,0,0,0,0,0,0,0,-1.992669234,-1.74739676,-2.140953325,210,-1.102610903,0.375849461,0,10417,-1.477703991,0.376827381,-1.424318163,0.288583441,0.288583441
88,6689,84,the people against immigration,0.210526316,-2.753046686,84,0,0,0.333,the people against immigration,0.491952069,0.108746841,0.39930109,1,1,0,0,88,0,0,0,0,0,0,0,-0.930048749,-1.045670778,-0.954125871,291,-1.732078205,0.384578404,0,10418,-1.442015069,0.421113415,-1.712918296,0.305274063,0.305274063
89,6690,85,that we let people break the law b/c we just don't want to take the time to inforce it.,0.35,-1.171946051,85,0,1,0.66667,that we let people break the law b/c we just don't want to take the time to inforce it.,0.192435764,0.16188464,0.645679596,3,1,0,1,235,0,0,0,1,0,0,0,-0.400003633,0.11665599,-0.09849766,274,0.163090077,0.310672338,0.5,10419,-1.001806429,0.38272252,-0.311782597,0.227906365,0.227906365
90,6691,86,"criminals stealing our jobs, our money, our belongings. people who don't speak english in our public schools. babies being born into this country and becoming citizens on a daily basis. free health care. pigs and slobs on the jobsite. you asked the wrong person, i work in construction and could go on for days about these thieves.",0.8,3.830382162,86,0,0,0.833,"criminals stealing our jobs, our money, our belongings. people who don't speak english in our public schools. babies being born into this country and becoming citizens on a daily basis. free health care. pigs and slobs on the jobsite. you asked the wrong person, i work in construction and could go on for days about these thieves.",0.10069841,0.432926189,0.466375401,3,2,2,2,56,0,0,2,0,0,0,0,1.285380355,2.112772634,1.734751394,37,1.732247566,0.446553053,1,10420,1.39867943,0.385017095,1.618166906,0.332824872,0.332824872
91,6692,87,illegal immigrants.,0.25,-3.016286988,87,0,0,0.16667,illegal immigrants.,0.653244461,0.108829909,0.23792563,1,1,0,0,92,0,0,0,0,0,0,0,-1.021678325,-0.395000887,-0.668810835,85,-0.693230179,0.350733093,0,10421,-0.930230717,0.373268918,-0.841765485,0.276988435,0.276988435
92,6693,88,"1. not being able to document them so we have a record for crime, taxes and terrorism. 2. that they are recieving money that i pay taxes to provide and they dont pay any of it 3. they recieve many services from the states they are in that again they dont pay towards and many people that are legally here are not getting because their isn't enough to go around. 4 that our country is bending and stretching toaccomidate their cultures",0.842105263,3.047179477,88,0,1,0.16667,"1. not being able to document them so we have a record for crime, taxes and terrorism 2. that they are recieving money that i pay taxes to provide and they dont pay any of it 3. they recieve many services from the states they are in that again they dont pay towards and many people that are legally here are not getting because their isn't enough to go around. 4 that our country is bending and stretching toaccomidate their cultures",0.083272209,0.496258872,0.420468919,2,2,1,1,158,0,0,2,2,0,0,0,1.022656488,1.705767611,1.479250635,4,1.344658698,0.391845389,2,10422,1.807560855,0.491179883,1.68455961,0.346841544,0.346841544
93,6694,89,we need to seal the borders. both north and south. fine all the employers that hire illegals and also those who rent to them. if they can't find an job nor a place to live they will go home.,0.55,0.058109683,89,0,0,1,we need to seal the borders. both north and south. fine all the employers that hire illegals and also those who rent to them. if they can't find an job nor a place to live they will go home.,0.741096316,0.104514093,0.154389591,1,1,1,1,365,0,0,0,0,0,0,0,0.019906171,1.024451198,0.565940297,326,-0.264556,0.285692829,0,10423,-0.0359768,0.295976706,-0.165739742,0.208762044,0.208762044
94,6695,90,"illegal people in our country, illegal people taking our jobs",0.65,0.953257001,90,0,0,0.333,illegal people in our country illegal people taking our jobs,0.303613888,0.289191603,0.407194509,3,1,0,1,275,0,0,1,1,0,0,0,0.31927205,0.371714188,0.412717501,102,0.291438624,0.284741587,1,10424,-0.031411676,0.296301704,0.087015092,0.207165759,0.207165759
95,6696,91,"free welfare without paying into the tax base, spread of third-world disease, 1/3 of all criminals in our prison syst. are illegal aliens, refusal to assimilate and learn the language, virtual abolition of our borders, and therefore, our sovereignty",0.85,3.452053156,91,0,1,0.66667,"free welfare without paying into the tax base, spread of third-world disease, 1/3 of all criminals in our prison syst. are illegal aliens, refusal to assimilate and learn the language, virtual abolition of our borders, and therefore, our sovereignty",0.165618501,0.744072769,0.090308731,2,2,1,1,280,0,0,2,2,0,0,0,1.156852034,2.191764498,1.753742829,54,1.983877618,0.570208594,2,10425,2.199555449,0.548014522,2.41406103,0.490878001,0.490878001
96,6697,92,"job losses, threat of terrorism, property value decreasing, drug trafficing, becoming citizens and going on welfare",0.9,6.289732003,92,0,1,0,"job losses, threat of terrorism, property value decreasing, drug trafficing, becoming citizens and going on welfare",0.100103787,0.712866705,0.187029508,2,2,0,1,17,0,0,2,2,0,0,0,2.113708141,1.925516903,2.221552775,161,2.012677066,0.545358697,2,10426,2.295408851,0.548742026,2.547185408,0.505240234,0.505240234
97,6698,93,"social security, crime, welfare, healthcare, educating immigrants",0.6,1.3292651,93,0,1,1,social security crime welfare healthcare educating immigrants,0.144595316,0.780677868,0.074726816,2,2,0,0,12,0,0,2,2,0,0,0,0.446309327,0.614771686,0.507493318,250,1.198365117,0.350890403,2,10427,1.173490272,0.359540342,1.273687718,0.286735385,0.286735385
98,6699,94,"welfare, schools, medical expenses, jobs, crime, housing, driving no insurance or license,",0.7,2.808578459,94,0,1,0.333,"welfare, schools, medical expenses, jobs, crime, housing, driving no insurance or license,",0.064884507,0.86419617,0.070919323,2,2,0,1,387,0,0,2,2,0,0,0,0.944064397,1.429210741,1.105832398,320,1.14583836,0.364340611,2,10428,0.994437496,0.341923785,1.191053687,0.260405338,0.260405338
99,6700,95,allour ancestors immigrated here. immigration should be done legally. we shouldn't subsidize illegal immigrants with government money.,0.4,-0.61640573,95,0,0,1,allour ancestors immigrated here. immigration should be done legally. we shouldn't subsidize illegal immigrants with government money.,0.65231616,0.08365362,0.26403022,1,1,0,1,380,1,1,1,0,0,0,1,-0.212024713,-0.715742923,-0.463175238,7,-0.125941147,0.294539495,0.5,10429,-0.233428378,0.343789221,-0.233240663,0.230509132,0.230509132
100,6701,96,loss of jobs,0.4,0.101508301,96,0,1,0.16667,loss of jobs,0.148056844,0.707460862,0.144482294,2,2,0,0,266,0,0,1,1,0,0,0,0.027778196,-0.148920076,-0.029368206,186,-0.195630501,0.283720784,1,10430,-0.866886911,0.365749979,-0.476956383,0.242092446,0.242092446
101,6702,97,legal vs. illegal,0,-5.58536724,97,0,0,0.833,legal vs. illegal,0.670096901,0.125898913,0.204004187,1,1,0,0,43,0,0,0,0,0,0,1,-1.876323294,-0.947756241,-1.36516766,183,-1.410657847,0.4254496,0,10431,-0.926477966,0.369715074,-1.2044673,0.287554923,0.287554923
102,6703,98,"what worries me is that even when people try to immigrate into us legally, they are out through very disrespectful process that often violates fundamental human rights. i think if the legal process was easier, or there would be options for legal work inthe us for foreigners, less people would try to come here illegally.",0.55,0.195460779,98,0,1,0.333,"what worries me is that even when people try to immigrate into us legally, they are out through very disrespectful process that often violates fundamental human rights. i think if the legal process was easier, or there would be options for legal work inthe us for foreigners, less people would try to come here illegally.",0.394473667,0.068316571,0.537209762,3,1,0,0,248,0,0,0,1,2,2,1,0.067528036,-0.776846643,-0.37546401,329,0.189089069,0.308289263,0.5,10432,-0.208686937,0.323930478,0.037143474,0.221629542,0.221629542
103,6704,99,they do not pay taxes,0.210526316,-1.979954895,99,0,1,0,they do not pay taxes,0.153231556,0.691890438,0.154878006,2,2,1,1,65,0,0,0,0,0,0,0,-0.664938257,-0.074907948,-0.309240822,299,-0.568971601,0.28877286,0,10433,-0.104427154,0.301817233,-0.403826706,0.219361727,0.219361727
105,6706,101,need better border build a wall like china did,0.4,-0.616398774,101,0,0,0.333,need better border build a wall like china did,0.708710949,0.066615163,0.224673888,1,1,0,1,386,0,0,0,0,0,0,0,-0.208287067,0.069269375,-0.075204821,205,-0.540191967,0.311093798,0,10434,-1.153041287,0.371667877,-0.799865776,0.224019095,0.224019095
106,6707,102,"loss of jobs, hospitals losing money, illegal hiring, cheap labor,",0.65,1.284077403,102,0,0,0.66667,"loss of jobs, hospitals losing money, illegal hiring, cheap labor,",0.184335904,0.651330382,0.164333713,2,2,0,0,319,0,0,2,2,0,0,0,0.434095719,0.727871372,0.56109244,189,1.746965144,0.415483592,2,10435,1.672072059,0.482205772,1.796634663,0.344801371,0.344801371
107,6708,103,"illegal persons,not speaking english,drinking alcohol,illegal driving",0.75,2.259369116,103,0,1,0.66667,"illegal persons,not speaking english,drinking alcohol,illegal driving",0.184022954,0.581552245,0.2344248,2,2,0,1,252,0,0,1,2,0,0,0,0.764099962,0.929977868,0.875054144,103,0.849575977,0.312349765,1.5,10436,1.521593161,0.41764963,1.233439268,0.262218972,0.262218972
108,6709,104,where i live immigration has over populated our city and it is no joke. we have to many here taking over and getting aid.,0.45,0.771269589,104,0,1,0.66667,where i live immigration has over populated our city and it is no joke. we have to many here taking over and getting aid.,0.194857054,0.384105242,0.421037704,3,2,1,1,331,0,0,1,1,0,0,0,0.257386028,0.206933113,0.313032526,332,-0.486402046,0.31082083,1,10437,-0.21294053,0.305808263,-0.325425646,0.224291696,0.224291696
109,6710,105,"what really makes me worried is that we are doing nothing to fix the system i agreed that we need to pay attention to our borders but at the same time there is people hard working people that are here illegaly and they are ancious to obtain some king of work permit so they can work legally, they did cross the border ok make them pay a fine of course criminals they must be deported",0.2,-3.720495325,105,0,1,0,"what really makes me worried is that we are doing nothing to fix the system i agreed that we need to pay attention to our borders but at the same time there is people hard working people that are here illegaly and they are ancious to obtain some king of work permit so they can work legally, they did cross the border ok make them pay a fine of course criminals they must be deported",0.619217721,0.2067123,0.174069979,1,1,0,0,50,0,0,0,2,1,1,1,-1.254195478,-0.62151141,-0.891780667,328,0.009965685,0.294448276,1,10438,0.509422704,0.341815655,0.274538097,0.225828949,0.225828949
110,6711,106,"draining our health care system, criminals",0.65,1.0890657,106,0,1,1,"draining our health care system, criminals",0.078807403,0.854932064,0.066260533,2,2,0,0,86,0,0,1,1,0,0,0,0.368086219,1.002008896,0.666028232,42,0.614302448,0.331098612,1,10439,0.028534718,0.346481109,0.433026616,0.237403869,0.237403869
111,6712,107,"the borders should now be sealing, allowing no more immigrates.",0.55,-0.099029294,107,0,0,1,"the borders should now be sealing, allowing no more immigrates.",0.787140462,0.081560474,0.131299064,1,1,1,1,314,0,0,0,1,0,0,0,-0.033435495,-0.383245437,-0.092448187,277,-0.541382966,0.298045104,0.5,10440,-0.934825015,0.355272009,-0.766179199,0.240281868,0.240281868
112,6713,108,"take over, over crowding of our nation. more people not enough welfare or jobs. health insurance is at an altime low and we can take of our own people who is here so why allow other to come here and take away the aid that could go to the people who is already here.",0.95,4.133235068,108,0,0,0,"take over, over crowding of our nation. more people not enough welfare or jobs. health insurance is at an altime low and we can take of our own people who is here so why allow other to come here and take away the aid that could go to the people who is already here.",0.156492931,0.51134301,0.332164058,2,2,1,1,438,0,0,2,2,0,0,0,1.387194841,1.427215967,1.429046268,256,1.302559073,0.334701826,2,10441,0.720002249,0.337976529,1.063633299,0.243721957,0.243721957
113,6714,109,very mess up problem,0.35,-0.950241332,109,0,0,0,very mess up problem,0.537147419,0.118938108,0.343914473,1,1,0,0,181,0,0,0,1,0,0,0,-0.322016843,-0.879745141,-0.619527187,310,-1.001384425,0.358983556,0.5,10442,-1.012174136,0.35220683,-1.042618689,0.267708278,0.267708278
114,6715,110,that the ileagles who sneack over the border should be fined to the fullest extent. i worked most of my life for what little i get. i on't think it's right for them to receive everything free.,0.65,1.293580412,110,0,0,0.66667,that the ileagles who sneack over the border should be fined to the fullest extent. i worked most of my life for what little i get. i on't think it's right for them to receive everything free.,0.451387707,0.065548386,0.483063908,3,1,1,2,133,0,0,0,0,0,0,0,0.433642969,0.195218611,0.364056567,267,0.117657852,0.287952518,0,10443,-0.167102535,0.315612492,0.00561394,0.216495149,0.216495149
115,6716,111,they take the jobs away from us because they take lower pay. they speak a different language and do not try to learn ours. they do not pay taxes. we have to punch in buttons on the phone etc. to speak to someone in our language.,0.75,3.013258734,111,0,1,0.833,they take the jobs away from us because they take lower pay. they speak a different language and do not try to learn ours. they do not pay taxes. we have to punch in buttons on the phone etc. to speak to someone in our language.,0.066162026,0.729195904,0.204642071,2,2,2,2,59,0,0,0,1,0,0,0,1.010412735,0.954594512,1.070117019,301,0.628523895,0.317203181,0.5,10444,0.946800684,0.346865053,0.805207851,0.243807098,0.243807098
116,6717,112,"large numbers of poor people coming to the us and making our communities dirty, unkempt and poor",0.7,3.69870642,112,0,1,0,"large numbers of poor people coming to the us and making our communities dirty, unkempt and poor",0.593200785,0.13046272,0.276336495,1,1,1,1,442,0,0,1,2,0,0,0,1.242769552,0.803992945,1.0971412,173,0.767380206,0.339049456,1.5,10445,0.473236726,0.323464197,0.605038013,0.240198843,0.240198843
117,6718,113,i often worry that united states will become over crowded and immigration will place a economical strain on the counyry.,0.6,1.682845546,113,0,1,0,i often worry that united states will become over crowded and immigration will place a economical strain on the counyry.,0.652276698,0.161477871,0.186245431,1,1,0,0,210,0,0,1,1,0,0,0,0.564618865,0.62931932,0.649842124,125,0.708194098,0.313353512,1,10446,0.695226891,0.319467603,0.793410611,0.237553933,0.237553933
118,6719,114,building a wall on our border. spanish becoming a dominant language in the u.s. political bungling in dealing with immigration.,0.6,2.015013111,114,0,1,0,building a wall on our border. spanish becoming a dominant language in the u.s. political bungling in dealing with immigration.,0.568203192,0.132613368,0.299183439,1,1,0,1,78,0,0,1,2,0,0,0,0.67908173,0.093761931,0.431189432,20,-0.441059691,0.336985626,1.5,10447,0.610392506,0.327165167,0.116332558,0.220122096,0.220122096
119,6720,115,kneejerk american jingoism. lou dobbs and his ilk. mistreatment of immigrants,0.105263158,-4.485483232,115,0,1,0.16667,kneejerk american jingoism lou dobbs and his ilk mistreatment of immigrants,0.409907151,0.368195745,0.221897104,1,1,0,2,152,0,0,0,2,2,2,0,-1.522226264,-1.452797035,-1.544622024,170,-1.32546121,0.352791856,1,10448,-0.271985129,0.332946889,-0.701686389,0.242078653,0.242078653
120,6721,116,i think if they come in to the country ileaglely they should be depored . do it the right way or stay the hell home and if you do get here the correct way learn the damn langwige(sp) and learn our trafic laws.,0.55,0.817302807,116,0,0,0.333,i think if they come in to the country ileaglely they should be depored . do it the right way or stay the hell home and if you do get here the correct way learn the damn langwige(sp) and learn our trafic laws.,0.107518588,0.04455696,0.847924452,3,1,2,2,93,0,0,0,0,0,0,1,0.272411922,0.712614891,0.558191949,130,-0.278456424,0.295552453,0,10449,0.526118954,0.285115096,0.218222318,0.206121242,0.206121242
121,6722,117,people comming over here from another country.,0.4,-2.019939793,117,0,0,0,people comming over here from another country.,0.345397067,0.086898479,0.567704454,3,1,0,0,401,0,0,0,0,0,0,0,-0.680251145,-0.870929218,-0.788231478,223,-0.685682619,0.336735453,0,10450,-2.057028156,0.541105507,-1.276619212,0.287486857,0.287486857
122,6723,118,"i think that it is a major issue for us today. there are too many immigration problems withno taxing from them, taking jobs from the u.s. citizens. things have to change so that it makes it harder for them to come in illeagally. they do deserve a chance, but it has to be done the right way.",0.7,1.913973013,118,0,1,0,"i think that it is a major issue for us today. there are too many immigration problems withno taxing from them, taking jobs from the u.s. citizens. things have to change so that it makes it harder for them to come in illeagally. they do deserve a chance, but it has to be done the right way.",0.206225888,0.236766116,0.557007996,3,2,0,1,244,0,0,1,1,0,1,1,0.644465596,0.599856583,0.58435051,142,0.419217177,0.335775599,1,10451,0.232313462,0.324350054,0.382033499,0.242296519,0.242296519
123,6724,119,"i think of people from other countries coming to america to live. these days you can't help thinking about the mexicans coming across the border, as well as those that are already here.",0.25,-1.82175073,119,0,0,0.333,"i think of people from other countries coming to america to live. these days you can't help thinking about the mexicans coming across the border, as well as those that are already here.",0.28490113,0.049516127,0.665582743,3,1,0,0,102,0,0,0,0,0,0,0,-0.616500073,-0.46506665,-0.474692544,139,-0.850573282,0.289884813,0,10452,-0.810867627,0.371007047,-0.901804995,0.251730209,0.251730209
124,6725,120,lack of jobs for americans. terrorist activity,0.9,4.356963878,120,0,1,0.333,lack of jobs for americans terrorist activity,0.105086407,0.795058082,0.09985551,2,2,0,0,8,0,0,1,1,0,0,0,1.470764499,0.867980812,1.237751598,171,0.567537473,0.283649162,1,10453,1.275573334,0.353267654,0.922581853,0.243208662,0.243208662
125,6726,121,"taking our jobs, not paying taxes, using public services for free",0.7,2.995014647,121,0,1,1,"taking our jobs, not paying taxes, using public services for free",0.062703999,0.881924546,0.055371455,2,2,2,2,378,0,0,2,1,0,0,0,1.002647721,0.852100289,0.929804251,258,2.195833601,0.545636042,1.5,10454,0.985602889,0.352445519,1.591978594,0.309276367,0.309276367
