track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title,Type
39764,320000,0,,27.11.2010 22:14,,56,0,Rock,"[25, 111]","[25, 12, 111]",,497,,Attribution-Noncommercial-No Derivative Works 3.0 United States,394,,5,,[],Ponderous Didacticat,1
39765,320000,0,,27.11.2010 22:14,,65,0,Rock,"[25, 111]","[25, 12, 111]",,905,,Attribution-Noncommercial-No Derivative Works 3.0 United States,786,,6,,[],Desert Fathers (Variety of Religious Experience),1
39766,320000,0,,27.11.2010 22:14,,59,0,Rock,"[25, 111]","[25, 12, 111]",,726,,Attribution-Noncommercial-No Derivative Works 3.0 United States,623,,7,,[],Air Tomb,1
39767,320000,0,,27.11.2010 22:14,,55,0,Rock,"[25, 111]","[25, 12, 111]",,551,,Attribution-Noncommercial-No Derivative Works 3.0 United States,446,,8,,[],Make it Happen (in the Big Apple),1
39768,320000,0,,27.11.2010 22:14,,66,0,Rock,"[25, 111]","[25, 12, 111]",,1126,,Attribution-Noncommercial-No Derivative Works 3.0 United States,977,,9,,[],"A New Man, My Life Coach, He Shine",1
39769,320000,0,,27.11.2010 22:14,,61,0,Rock,"[25, 111]","[25, 12, 111]",,1025,,Attribution-Noncommercial-No Derivative Works 3.0 United States,903,,10,,[],Wheel of Eyes (The Disappointing Fantasy),1
39856,192000,0,,29.11.2010 01:55,,1091,1,Rock,[12],[12],,641,,Attribution-Noncommercial-Share Alike 3.0 United States,376,,3,,[],"WFMU-Part 3 full set ""Lost Continent""",1
39860,320000,0,,29.11.2010 23:26,,107,2,Rock,"[27, 66, 111]","[66, 12, 111, 25, 27]",,1332,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1067,,1,,[],Cancel My Appointments,1
39863,320000,0,,30.11.2010 00:02,,63,2,Rock,"[27, 66, 111]","[66, 12, 111, 25, 27]",,901,,Attribution-Noncommercial-No Derivative Works 3.0 United States,735,,2,,[],Acquired Taste,1
39864,320000,0,,30.11.2010 00:02,,81,7,Rock,"[27, 66, 111]","[66, 12, 111, 25, 27]",,2091,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1819,,3,,[],Feel for the Industry,1
39865,320000,0,,30.11.2010 00:02,,52,2,Rock,"[27, 66, 111]","[66, 12, 111, 25, 27]",,1195,,Attribution-Noncommercial-No Derivative Works 3.0 United States,993,,4,,[],Bowl of Pills,1
39866,320000,0,,30.11.2010 00:02,,172,2,Rock,"[27, 66, 111]","[66, 12, 111, 25, 27]",,1201,,Attribution-Noncommercial-No Derivative Works 3.0 United States,956,,5,,[],Fed Up With Myself,1
39936,128000,0,,1.12.2010 18:37,,716,0,Rock,"[36, 58]","[58, 36, 12]",,374,,Attribution-Noncommercial-No Derivative Works 3.0 United States,244,,1,,[],I Can't Tell You What I Saw - Live in DC 2007,1
39939,192000,0,,30.11.2010 20:21,,295,2,Rock,"[36, 45, 58]","[58, 45, 36, 12]",,458,,Attribution-Noncommercial-No Derivative Works 3.0 United States,320,,3,,[],Remains of the Mountain [short edit],1
39965,192000,0,,1.12.2010 10:56,,283,2,Rock,"[58, 359]","[58, 12, 359]",,718,,Attribution-Noncommercial-No Derivative Works 3.0 United States,563,,2,,[],Winnie Cooper's Bones,1
40020,256000,0,,1.12.2010 17:34,18.11.2010 00:00,486,1,Rock,[12],[12],,397,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,298,,1,,[],The Warlock and Druid Time Lords,1
40021,256000,0,,1.12.2010 17:34,18.11.2010 00:00,422,0,Rock,[12],[12],,237,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,150,,2,,[],The Garden Of Eden and Moons Of Jupiter,1
40022,256000,0,,1.12.2010 17:34,18.11.2010 00:00,239,0,Rock,[12],[12],,238,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,141,,3,,[],I Hear Voices,1
40023,256000,0,,1.12.2010 17:34,18.11.2010 00:00,328,0,Rock,[12],[12],,137,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,64,,4,,[],C'mon,1
40024,256000,0,,1.12.2010 17:34,18.11.2010 00:00,262,1,Rock,[12],[12],,531,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,375,,5,,[],Hammer Of The Metal Godz,1
40025,256000,0,,1.12.2010 17:34,18.11.2010 00:00,241,0,Rock,[12],[12],,177,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,57,,6,,[],Penelope Anne,1
40026,256000,0,,1.12.2010 17:34,18.11.2010 00:00,418,0,Rock,[12],[12],,560,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,226,,7,,[],Bangladesh,1
40027,256000,0,,1.12.2010 17:34,18.11.2010 00:00,186,0,Rock,[12],[12],,142,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,71,,8,,[],Jack Kerouac I Didn't Know You,1
40028,256000,0,,1.12.2010 17:34,18.11.2010 00:00,203,0,Rock,[12],[12],,236,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,150,,9,,[],Secret Power Of The Third Eye,1
40029,256000,0,,1.12.2010 17:34,18.11.2010 00:00,258,1,Rock,[12],[12],,146,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,77,,10,,[],The Shining Porpoise,1
40034,256000,0,,1.12.2010 13:08,,326,0,Rock,"[12, 25, 58]","[25, 58, 12]",,342,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,242,,11,,[],Brain On Fire,1
40126,192000,0,,3.12.2010 20:09,,301,1,Rock,[53],"[45, 12, 53]",,475,,Attribution-Noncommercial-Share Alike 3.0 United States,221,,1,,[],Cannibal Planet,1
40127,192000,0,,3.12.2010 20:09,,190,0,Rock,[53],"[45, 12, 53]",,570,,Attribution-Noncommercial-Share Alike 3.0 United States,80,,2,,[],Reptilian Intervention EZ Listening Version,1
40128,192000,0,,3.12.2010 20:10,,88,0,Rock,[53],"[45, 12, 53]",,582,,Attribution-Noncommercial-Share Alike 3.0 United States,154,,3,,[],Drink More Boobs,1
40129,192000,0,,3.12.2010 20:10,,229,0,Rock,[53],"[45, 12, 53]",,328,,Attribution-Noncommercial-Share Alike 3.0 United States,76,,4,,[],Riddles In The Sand EZ Listening Version,1
40130,192000,0,,3.12.2010 20:10,,451,0,Rock,[53],"[45, 12, 53]",,736,,Attribution-Noncommercial-Share Alike 3.0 United States,56,,5,,[],In The Nick Of Thyme,1
40131,192000,0,,3.12.2010 20:54,,341,0,Rock,"[31, 90, 361]","[361, 12, 45, 109, 53, 25, 90, 31]",,1464,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1012,,4,,[],Cave Of The Blind Ones,1
40132,192000,0,,3.12.2010 20:54,,252,2,Rock,"[31, 90, 361]","[361, 12, 45, 109, 53, 25, 90, 31]",,1428,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1005,,1,,[],DEATH TOLL: 47 (99),1
40133,192000,0,,3.12.2010 20:54,,270,1,Rock,"[31, 90, 361]","[361, 12, 45, 109, 53, 25, 90, 31]",,3076,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2474,,2,,[],Two Headed Baby,1
40134,192000,0,,3.12.2010 20:56,,338,7,Rock,"[31, 90, 361]","[361, 12, 45, 109, 53, 25, 90, 31]",,3307,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2571,,3,,[],Death March,1
40135,256000,1,,3.12.2010 21:31,,289,1,Rock,[66],"[66, 12]",,735,,Attribution-Noncommercial-Share Alike 3.0 United States,271,,4,,[],In the Clear,1
40136,128000,0,,3.12.2010 21:34,,203,1,Rock,[66],"[66, 12]",,816,,Attribution-Noncommercial-Share Alike 3.0 United States,392,,1,,[],Octopus,1
40138,160000,0,,3.12.2010 21:46,,145,2,Rock,[66],"[66, 12]",,1233,,Attribution-Noncommercial-Share Alike 3.0 United States,242,,3,,[],Perfectly Square,1
40139,160000,0,,3.12.2010 21:49,,225,1,Rock,[66],"[66, 12]",,4663,,Attribution-Noncommercial-Share Alike 3.0 United States,2530,,6,,[],Horror,1
40140,160000,0,,3.12.2010 21:54,,342,2,Rock,[66],"[66, 12]",,1179,,Attribution-Noncommercial-Share Alike 3.0 United States,453,,2,,[],Heaven's a Ghost Town,1
40141,160000,0,,3.12.2010 22:00,,331,1,Rock,[66],"[66, 12]",,7930,,Attribution-Noncommercial-Share Alike 3.0 United States,2510,,8,,[],"A Sure Thing (""wedding song"")",1
40142,160000,0,,3.12.2010 22:06,,227,1,Rock,[66],"[66, 12]",,477,,Attribution-Noncommercial-Share Alike 3.0 United States,238,,5,,[],Bathed and Shaven,1
40143,256000,0,,3.12.2010 22:08,,264,1,Rock,[66],"[66, 12]",,596,,Attribution-Noncommercial-Share Alike 3.0 United States,241,,7,,[],Evergreen,1
40144,256000,0,,3.12.2010 22:16,,297,1,Rock,[66],"[66, 12]",,803,,Attribution-Noncommercial-Share Alike 3.0 United States,186,,9,,[],You Go First (reprise),1
40246,320000,0,,6.12.2010 02:11,,147,5,Rock,"[27, 66]","[66, 27, 12]",,4953,,Attribution-NonCommercial-ShareAlike 3.0 International,1647,,1,,[],Summer Vacation,1
40248,320000,0,,6.12.2010 02:12,,398,0,Rock,"[27, 66]","[66, 27, 12]",,2718,,Attribution-NonCommercial-ShareAlike 3.0 International,1266,,2,,[],Paddle to the Sea,1
40249,320000,0,,5.12.2010 21:31,,168,4,Rock,"[27, 66]","[66, 27, 12]",,3480,,Attribution-NonCommercial-ShareAlike 3.0 International,915,,1,,[],Creedence Pattern,1
40269,224000,0,,6.12.2010 19:33,,192,0,Rock,"[25, 109]","[25, 12, 109]",,1631,,Attribution-Noncommercial-Share Alike 3.0 United States,417,,1,,[],Life Keeps Getting Longer,1
40270,224000,0,,6.12.2010 19:33,,254,0,Rock,"[25, 109]","[25, 12, 109]",,1039,,Attribution-Noncommercial-Share Alike 3.0 United States,236,,2,,[],I Don't Want to be Anything,1
40271,224000,0,,6.12.2010 19:33,,184,0,Rock,"[25, 109]","[25, 12, 109]",,1229,,Attribution-Noncommercial-Share Alike 3.0 United States,205,,3,,[],My Only Sin,1
40272,224000,0,,6.12.2010 19:33,,221,0,Rock,"[25, 109]","[25, 12, 109]",,1772,,Attribution-Noncommercial-Share Alike 3.0 United States,570,,4,,[],Lullabye,1
40273,224000,0,,6.12.2010 19:33,,214,0,Rock,"[25, 109]","[25, 12, 109]",,953,,Attribution-Noncommercial-Share Alike 3.0 United States,201,,5,,[],Joy and Posion,1
40274,224000,0,,6.12.2010 19:33,,193,0,Rock,"[25, 109]","[25, 12, 109]",,909,,Attribution-Noncommercial-Share Alike 3.0 United States,152,,6,,[],Body is Your Mind,1
40275,224000,0,,6.12.2010 19:33,,222,0,Rock,"[25, 109]","[25, 12, 109]",,964,,Attribution-Noncommercial-Share Alike 3.0 United States,164,,7,,[],Crawl into Tomorrow,1
40276,224000,0,,6.12.2010 19:33,,207,0,Rock,"[25, 109]","[25, 12, 109]",,1342,,Attribution-Noncommercial-Share Alike 3.0 United States,261,,8,,[],Lick the Moon,1
40277,224000,0,,6.12.2010 19:33,,169,0,Rock,"[25, 109]","[25, 12, 109]",,2115,,Attribution-Noncommercial-Share Alike 3.0 United States,925,,9,,[],Dirty Water Come,1
40278,224000,0,,6.12.2010 19:33,,213,0,Rock,"[25, 109]","[25, 12, 109]",,924,,Attribution-Noncommercial-Share Alike 3.0 United States,178,,10,,[],Words Taste Good,1
40279,224000,0,,6.12.2010 19:33,,403,0,Rock,"[25, 109]","[25, 12, 109]",,1574,,Attribution-Noncommercial-Share Alike 3.0 United States,356,,11,,[],Everywhere You Look,1
40280,224000,0,,6.12.2010 19:33,,165,0,Rock,"[25, 109]","[25, 12, 109]",,1703,,Attribution-Noncommercial-Share Alike 3.0 United States,234,,12,,[],Read my Back,1
40281,224000,0,,6.12.2010 19:33,,224,2,Rock,"[25, 109]","[25, 12, 109]",,1806,,Attribution-Noncommercial-Share Alike 3.0 United States,517,,13,,[],Ain't Talkin 'bout Love,1
40336,167472,0,,7.12.2010 15:32,,129,1,Rock,"[53, 66]","[66, 45, 12, 53]",,280,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,174,,1,,[],Painful Death By The Monster Of Vowel,1
40337,170334,0,,7.12.2010 15:32,,163,1,Rock,"[53, 66]","[66, 45, 12, 53]",,347,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,267,,2,,[],Rivers,1
40338,174375,0,,7.12.2010 15:32,,148,1,Rock,"[53, 66]","[66, 45, 12, 53]",,274,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,190,,3,,[],Salamander,1
40339,124540,0,,7.12.2010 15:32,,304,1,Rock,"[53, 66]","[66, 45, 12, 53]",,227,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,162,,4,,[],Sounds From The Grotto,1
40340,192000,0,,7.12.2010 16:26,,123,1,Rock,"[53, 359]","[45, 12, 53, 359]",,474,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,350,,1,,[],Vulnerable,1
40341,192000,0,,7.12.2010 16:26,,68,2,Rock,"[53, 359]","[45, 12, 53, 359]",,1431,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1017,,2,,[],Midnight Drive In An Empty Highway,1
40342,192000,0,,7.12.2010 16:26,,182,1,Rock,"[53, 359]","[45, 12, 53, 359]",,555,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,429,,3,,[],Jakarta Seems Empty Without You Here,1
40351,128000,0,,7.12.2010 17:16,,137,3,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,634,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,451,,1,,[],Kontradiksi Tirani,1
40352,128000,0,,7.12.2010 17:16,,171,2,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,703,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,418,,2,,[],Myasthenia Gravis,1
40353,128000,0,,7.12.2010 17:16,,215,3,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,956,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,767,,3,,[],1994,1
40354,128000,0,,7.12.2010 17:16,,141,4,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,2378,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1345,,4,,[],Phil Collins,1
40355,128000,0,,7.12.2010 17:16,,100,2,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,540,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,391,,5,,[],Konspirasi,1
40356,128000,0,,7.12.2010 17:16,,83,1,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,561,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,413,,6,,[],Omnivora,1
40357,128000,0,,7.12.2010 17:16,,102,0,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,497,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,366,,7,,[],Pemakaman,1
40358,128000,0,,7.12.2010 17:16,,265,2,Rock,"[90, 109]","[12, 109, 45, 53, 25, 90]",,788,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,601,,8,,[],Beautiful Zinc Faceless Lady,1
40414,320000,0,,8.12.2010 04:55,,373,0,Rock,"[71, 89]","[89, 25, 12, 71]",,1297,,Attribution-Noncommercial-Share Alike 3.0 United States,574,,1,,[],Bring Back the Healthy,1
40415,320000,0,,8.12.2010 04:55,,326,0,Rock,"[71, 89]","[89, 25, 12, 71]",,473,,Attribution-Noncommercial-Share Alike 3.0 United States,181,,2,,[],Dip into the Daddy,1
40416,320000,0,,8.12.2010 04:55,,338,0,Rock,"[71, 89]","[89, 25, 12, 71]",,1358,,Attribution-Noncommercial-Share Alike 3.0 United States,983,,3,,[],Grandpa Plays the Drums,1
40417,320000,0,,8.12.2010 04:55,,304,0,Rock,"[71, 89]","[89, 25, 12, 71]",,768,,Attribution-Noncommercial-Share Alike 3.0 United States,361,,4,,[],Rachel and Her Children,1
40418,320000,0,,8.12.2010 04:56,,75,0,Rock,"[71, 89]","[89, 25, 12, 71]",,949,,Attribution-Noncommercial-Share Alike 3.0 United States,525,,5,,[],Bells,1
40420,320000,0,,8.12.2010 04:56,,265,0,Rock,"[71, 89]","[89, 25, 12, 71]",,801,,Attribution-Noncommercial-Share Alike 3.0 United States,298,,7,,[],Making Time For-It Is Time For,1
40421,320000,0,,8.12.2010 05:22,,415,0,Rock,"[71, 89]","[89, 25, 12, 71]",,1909,,Attribution-Noncommercial-Share Alike 3.0 United States,650,,6,,[],Hey There Is No Birthday Party for Me in Here. I Want to Punch You,1
40701,160000,0,,13.12.2010 00:25,,124,5,Rock,[66],"[66, 12]",,3219,,Attribution-NonCommercial-ShareAlike 3.0 International,866,,2,,[],Maya Angelou,1
40882,192000,0,,16.12.2010 15:22,,417,4,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,3052,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,655,,11,,[],Yes Oh I See Heaven,1
40883,192000,0,,16.12.2010 15:22,,603,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,3551,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,1893,,1,,[],Self Fascination Sundae,1
40884,192000,0,,16.12.2010 15:22,,430,3,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,2890,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,1272,,2,,[],Carefully Selected Chemicals Part One,1
40885,192000,0,,16.12.2010 15:22,,417,3,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,1244,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,557,,3,,[],GBP-O Dubreq,1
40886,192000,0,,16.12.2010 15:22,,237,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,2162,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,663,,4,,[],Scatter the Rosebuds,1
40887,192000,0,,16.12.2010 15:22,,222,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,1891,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,603,,5,,[],The Coleopterous Charm,1
40888,192000,0,,16.12.2010 15:22,,510,3,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,1945,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,602,,6,,[],Carefully Selected Chemicals Parts Two and Three,1
40889,192000,0,,16.12.2010 15:22,,547,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,2702,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,819,,7,,[],It's Another Domesday Machine,1
40890,192000,0,,16.12.2010 15:22,,417,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,2622,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,1601,,8,,[],(Blasting) Peaceful Bomb,1
40891,192000,0,,16.12.2010 15:22,,71,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,2337,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,1357,,9,,[],Black Olives Green Olives,1
40892,192000,0,,16.12.2010 15:22,,664,2,Rock,"[36, 58, 113]","[26, 36, 12, 113, 58]",,1988,,Attribution-Noncommercial-Share Alike 2.0 UK: England ,1116,,10,,[],The Starseed Transmissions,1
40903,320000,0,,16.12.2010 18:54,,270,13,Rock,[12],[12],,11702,,Attribution-Noncommercial-Share Alike 3.0 United States,7015,,1,,"['groove', 'guitar jam', 'art rock']",The Devil is a Sad Spirit,1
40936,192000,0,,17.12.2010 16:13,,374,1,Rock,"[12, 111]","[25, 12, 111]",,1030,,Attribution-Noncommercial-No Derivative Works 3.0 United States,921,,6,,[],Chat With EFD,1
40937,192000,0,,17.12.2010 16:14,,234,1,Rock,"[12, 111]","[25, 12, 111]",,1627,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1390,,2,,[],Back To You,1
40938,192000,0,,17.12.2010 16:14,,162,3,Rock,"[12, 111]","[25, 12, 111]",,3721,,Attribution-Noncommercial-No Derivative Works 3.0 United States,3363,,3,,[],Not As Pretty,1
40939,192000,0,,17.12.2010 16:14,,206,3,Rock,"[12, 111]","[25, 12, 111]",,2214,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1987,,4,,[],Tick Talk Lies,1
40940,192000,0,,17.12.2010 16:14,,536,1,Rock,"[12, 111]","[25, 12, 111]",,3277,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2933,,5,,[],Maria (and) Could Not Call It Love (and) How Do You Sleep,1
40941,256000,0,,17.12.2010 16:51,,331,0,Rock,[12],[12],,339,,Attribution-Noncommercial-No Derivative Works 3.0 United States,158,,12,,[],This House Aint A Home,1
40942,256000,0,,17.12.2010 16:51,,186,1,Rock,[12],[12],,358,,Attribution-Noncommercial-No Derivative Works 3.0 United States,157,,1,,[],Shine,1
40943,256000,0,,17.12.2010 16:51,,165,0,Rock,[12],[12],,509,,Attribution-Noncommercial-No Derivative Works 3.0 United States,303,,2,,[],Keep Walking,1
40944,256000,0,,17.12.2010 16:51,,174,0,Rock,[12],[12],,300,,Attribution-Noncommercial-No Derivative Works 3.0 United States,98,,3,,[],Bound To Let Me Down,1
40945,256000,0,,17.12.2010 16:51,,195,0,Rock,[12],[12],,256,,Attribution-Noncommercial-No Derivative Works 3.0 United States,77,,4,,[],Strange Disposition,1
40946,256000,0,,17.12.2010 16:51,,203,0,Rock,[12],[12],,497,,Attribution-Noncommercial-No Derivative Works 3.0 United States,264,,5,,[],Dont Stop,1
40947,256000,0,,17.12.2010 16:51,,164,0,Rock,[12],[12],,277,,Attribution-Noncommercial-No Derivative Works 3.0 United States,94,,6,,[],Born To Be Blue,1
40948,256000,0,,17.12.2010 16:51,,131,0,Rock,[12],[12],,307,,Attribution-Noncommercial-No Derivative Works 3.0 United States,113,,7,,[],Sleepy City,1
40949,256000,0,,17.12.2010 16:52,,164,0,Rock,[12],[12],,321,,Attribution-Noncommercial-No Derivative Works 3.0 United States,112,,8,,[],Dont Hurt Me Now,1
40950,256000,0,,17.12.2010 16:52,,196,0,Rock,[12],[12],,265,,Attribution-Noncommercial-No Derivative Works 3.0 United States,80,,9,,[],Hanna,1
40951,256000,0,,17.12.2010 16:52,,167,0,Rock,[12],[12],,254,,Attribution-Noncommercial-No Derivative Works 3.0 United States,71,,10,,[],Staring,1
40952,256000,0,,17.12.2010 16:52,,194,0,Rock,[12],[12],,295,,Attribution-Noncommercial-No Derivative Works 3.0 United States,110,,11,,[],Strychnine Dandelion,1
40962,320000,0,,17.12.2010 21:15,,304,2,Rock,[27],"[27, 12]",,1865,,Attribution-Noncommercial-Share Alike 3.0 United States,520,,2,,[],Reconnoitering,1
40963,320000,0,,17.12.2010 21:15,,656,1,Rock,[27],"[27, 12]",,793,,Attribution-Noncommercial-Share Alike 3.0 United States,362,,5,,[],Vulvoid/Phalliform,1
40984,320000,0,,18.12.2010 01:45,,191,16,Rock,[12],[12],,7857,,Attribution-Noncommercial-Share Alike 3.0 United States,5762,,7,,[],Crooked,1
40985,320000,0,,18.12.2010 02:00,,237,7,Rock,[66],"[66, 12]",,6031,,Attribution-Noncommercial-Share Alike 3.0 United States,3865,,2,,[],Chocolate Makes You Happy,1
40986,320000,0,,18.12.2010 02:04,,202,15,Rock,"[12, 66]","[66, 12]",,3538,,Attribution-Noncommercial-Share Alike 3.0 United States,2287,,5,,[],Doubt,1
40989,320000,0,,17.12.2010 21:20,,224,14,Rock,[66],"[66, 12]",,2127,,Attribution,1562,,1,,[],Chile La Roja,1
41011,256268,0,,19.12.2010 06:28,,186,1,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,1275,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,956,,1,,[],Standing on the Edge (alternative studio mix),1
41012,256671,0,,19.12.2010 06:28,,202,0,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,644,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,439,,2,,[],Guiding the Night (rough mix of track from the new album),1
41013,255920,0,,19.12.2010 06:29,,317,2,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,1208,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,942,,3,,[],Glory Bee (alternative studio mix),1
41014,255757,0,,19.12.2010 06:29,,438,1,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,919,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,620,,4,,[],Spacehopper Blues (original demo mix),1
41015,256233,0,,19.12.2010 06:29,,247,4,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,1312,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1057,,5,,[],Tinsel Tears (outtake from Streamedelica),1
41016,255878,0,,19.12.2010 06:29,,782,3,Rock,"[58, 98, 113]","[98, 26, 12, 113, 58]",,1386,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1046,,6,,[],Spacemam Bubblegum (live rehearsal),1
41095,320000,0,,20.12.2010 19:37,,243,44,Rock,"[66, 404]","[404, 66, 12, 85]",,18472,,Attribution-NonCommercial-ShareAlike 3.0 International,13527,,1,,[],The Lonely Smurfer,1
41207,256000,0,,22.12.2010 13:07,,341,3,Rock,[58],"[58, 12]",,1356,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1094,,1,,[],Run From The City (Live at WFMU),1
41208,256000,0,,22.12.2010 13:07,,472,4,Rock,[58],"[58, 12]",,577,,Attribution-Noncommercial-No Derivative Works 3.0 United States,369,,6,,[],Almost Washed My Hair (Live at WFMU),1
41209,256000,0,,22.12.2010 13:07,,233,2,Rock,[58],"[58, 12]",,601,,Attribution-Noncommercial-No Derivative Works 3.0 United States,402,,3,,[],Voices (Live at WFMU),1
41210,256000,0,,22.12.2010 13:07,,327,3,Rock,[58],"[58, 12]",,1222,,Attribution-Noncommercial-No Derivative Works 3.0 United States,820,,2,,[],Passenger Queen (Live at WFMU),1
41211,256000,0,,22.12.2010 13:07,,256,1,Rock,[58],"[58, 12]",,589,,Attribution-Noncommercial-No Derivative Works 3.0 United States,396,,4,,[],Don't Even Try It (Live at WFMU),1
41245,256000,0,,22.12.2010 20:38,,139,2,Rock,"[53, 71, 89]","[89, 71, 12, 45, 53, 25]",,680,,Attribution-Noncommercial-No Derivative Works 3.0 United States,535,,0,,[],Mucus,1
41246,256000,0,,22.12.2010 20:38,,156,2,Rock,"[53, 71, 89]","[89, 71, 12, 45, 53, 25]",,351,,Attribution-Noncommercial-No Derivative Works 3.0 United States,226,,0,,[],Keyvers,1
41247,256000,0,,22.12.2010 20:38,,196,2,Rock,"[53, 71, 89]","[89, 71, 12, 45, 53, 25]",,729,,Attribution-Noncommercial-No Derivative Works 3.0 United States,569,,0,,[],Who Cares Anyway,1
41248,256000,0,,22.12.2010 20:38,,119,1,Rock,"[53, 71, 89]","[89, 71, 12, 45, 53, 25]",,464,,Attribution-Noncommercial-No Derivative Works 3.0 United States,322,,0,,[],Oblivious,1
41293,256000,0,,23.12.2010 18:07,,856,0,Rock,[66],"[66, 12]",,175,,Attribution-Noncommercial-No Derivative Works 3.0 United States,101,,10,,[],Interview,1
41294,256000,0,,23.12.2010 18:07,,177,0,Rock,[66],"[66, 12]",,225,,Attribution-Noncommercial-No Derivative Works 3.0 United States,145,,1,,[],Declaring Space,1
41295,256000,0,,23.12.2010 18:07,,208,0,Rock,[66],"[66, 12]",,262,,Attribution-Noncommercial-No Derivative Works 3.0 United States,181,,2,,[],The Engineer,1
